split_seed,candidate_id,display_name,candidate_model_type,candidate_family,K,L,selection_metric,n_em_starts,model_type,model_family,em_start,em_seed,success,train_bic,train_aic,heldout_bic,heldout_aic,train_log_likelihood,heldout_log_likelihood,train_avg_log_likelihood,heldout_avg_log_likelihood,train_gmpd,heldout_gmpd,n_free_params,n_iter,converged,fit_time,n_train,n_test
0,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,911214221,True,1183887.6688978213,1183540.5737947777,296224.68900323124,295926.1132682101,-591735.2868973889,-147928.05663410504,-3.9503797726005985,-3.9501203405726466,0.019247390755570314,0.019252384792965427,35,33,True,9.076698374999978,149792,37449
0,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,403708358,True,1145948.747714331,1145244.6405053,287475.3978124911,286869.71560716245,-572551.32025265,-143363.85780358122,-3.822309070261763,-3.8282426180560556,0.02187722647372713,0.021747801259907152,71,33,True,16.96893912499945,149792,37449
0,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,40921045,True,1166417.4544142017,1165891.8532581644,292307.0087315124,291854.8797613375,-582892.9266290822,-145874.43988066874,-3.891348847929677,-3.895282647885624,0.020417786965939853,0.020337625249923896,53,27,True,9.088112833000196,149792,37449
0,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,1956696334,True,1141638.6470362318,1140577.5277212132,286698.39154176484,285785.60286612867,-570181.7638606066,-142785.80143306433,-3.8064900919982816,-3.8128067887811246,0.02222605361407529,0.022086100857629444,107,69,True,27.985684958999627,149792,37449
0,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,329594251,True,1169554.100053301,1169117.7519237606,292745.23166063166,292369.8793080336,-584514.8759618803,-146140.9396540168,-3.902176858322743,-3.9023989867290663,0.020197895597919298,0.020193409569814632,44,46,True,20.307802916999208,149792,37449
0,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,2097494255,True,1130341.9994168752,1129102.3740488626,283939.54110072047,282873.1991899306,-564426.1870244313,-141311.5995949653,-3.768066298763828,-3.7734412025679,0.023096682216436418,0.022972872801245006,125,53,True,58.88002908400085,149792,37449
0,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,201370308,True,1141109.7121795819,1140465.1069882154,286028.811501981,285474.31370837026,-570167.5534941077,-142672.15685418513,-3.806395224672263,-3.809772139554731,0.022228162240367888,0.022153226225970997,65,24,True,11.833641208002518,149792,37449
0,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,178652633,True,1120639.5209703888,1118150.3532314198,282643.033809023,280501.8192521569,-558824.1766157099,-139999.90962607844,-3.730667703320003,-3.738415167990559,0.023976821087710237,0.023791779241569923,251,49,True,56.163624749999144,149792,37449
1,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,636175551,True,1183616.8987525003,1183269.8036494567,297309.0141183276,297010.43838330643,-591599.9018247284,-148470.21919165322,-3.9494759521518397,-3.9645976979800053,0.019264794804803476,0.01897566902703943,35,33,True,9.132524959000875,149792,37449
1,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,644904000,True,1145963.1822423858,1145259.0750333548,288341.507107599,287735.82490227034,-572558.5375166774,-143796.91245113517,-3.8223572521675218,-3.8398064688278772,0.021876172412656446,0.021497761429491394,71,39,True,16.974941417000082,149792,37449
1,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,1867746099,True,1166474.1276119389,1165948.5264559016,292946.75825826696,292494.629288092,-582921.2632279508,-146194.314644046,-3.891538020908665,-3.9038242581656655,0.02041392483767183,0.020164648980639036,53,26,True,8.722283834002155,149792,37449
1,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,264210884,True,1141540.3141304648,1140479.1948154462,287117.1997609341,286204.41108529794,-570132.5974077231,-142995.20554264897,-3.8061618604980443,-3.8183985031015237,0.022233350102400542,0.021962946334529245,107,83,True,32.435002459002135,149792,37449
1,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,785170547,True,1169347.2065854543,1168910.8584559138,293877.46253732214,293502.1101847241,-584411.4292279569,-146707.05509236205,-3.9014862557944143,-3.9175159574985194,0.020211849133304975,0.01989044213212076,44,63,True,26.898696374999417,149792,37449
1,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1834454752,True,1130381.2444388552,1129141.6190708426,285036.5972145004,283970.2553037105,-564445.8095354213,-141860.12765185526,-3.7681972971548636,-3.788088537794207,0.023093656786395366,0.022638833795027857,125,54,True,68.98758854100015,149792,37449
1,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,642511761,True,1141124.4881738669,1140479.8829825004,287404.57999628724,286850.0822026765,-570174.9414912502,-143360.04110133825,-3.8064445463793137,-3.828140700722002,0.022227065936497606,0.021750017850785685,65,24,True,11.846417540997209,149792,37449
1,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1633819610,True,1120133.1299349559,1117643.9621959869,283349.753953223,281208.5393963569,-558570.9810979934,-140353.26969817845,-3.7289773892997853,-3.7478509358909036,0.024017383716687445,0.02356834134655868,251,52,True,68.8529633329963,149792,37449
2,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,184651186,True,1184170.1393198571,1183823.0442168135,296271.36004900304,295972.7843139819,-591876.5221084068,-147951.39215699094,-3.951322648128116,-3.950743468637105,0.019229251414772427,0.019240391828657562,35,33,True,10.364029542004573,149792,37449
2,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,1814733525,True,1146977.3945182685,1146273.2873092375,287284.74792142754,286679.0657160989,-573065.6436546188,-143268.53285804944,-3.8257426541779185,-3.8256971576824332,0.021802237994068704,0.02180322994205608,71,54,True,24.415581125002063,149792,37449
2,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,178069530,True,1166684.745332628,1166159.1441765907,292276.9261846865,291824.79721451155,-583026.5720882954,-145859.39860725577,-3.892241054851363,-3.894881001021543,0.020399578199285055,0.02034579543398295,53,27,True,9.344563541999378,149792,37449
2,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,1510481192,True,1141667.881656437,1140606.7623414183,286312.4937978066,285399.70512217045,-570196.3811707092,-142592.85256108522,-3.806587676048849,-3.8076544783862114,0.022223884811557494,0.02220018896093695,107,95,True,37.64604370899906,149792,37449
2,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1924698155,True,1170073.0126177194,1169636.664488179,292725.0078780597,292349.65552546165,-584774.3322440895,-146130.82776273083,-3.9039089687305695,-3.902128969070758,0.0201629408941803,0.02019886288319225,44,58,True,28.843092583003454,149792,37449
2,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,353072086,True,1130892.701093842,1129653.0757258295,283636.8663662538,282570.5244554639,-564701.5378629147,-141160.26222773196,-3.7699045200205266,-3.7694000434652986,0.023054264402834618,0.023065897672833145,125,67,True,87.71623225000076,149792,37449
2,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,154472836,True,1141687.8983945907,1141043.2932032242,285960.97399809817,285406.47620448744,-570456.6466016121,-142638.23810224372,-3.8083251882718177,-3.808866407707648,0.02218530406701927,0.022173300197925034,65,24,True,14.036054042000615,149792,37449
2,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,955738732,True,1121047.1347616743,1118557.9670227054,282041.3526343476,279900.13807748153,-559027.9835113527,-139699.06903874077,-3.7320283026553667,-3.7303818269844524,0.02394422042412405,0.023983676473310515,251,63,True,70.67014258400013,149792,37449
3,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,1202701820,True,1184405.6565079668,1184058.5614049232,295891.8990781505,295593.32334312936,-591994.2807024616,-147761.66167156468,-3.9521087955462346,-3.945677098762709,0.019214140328969148,0.01933811811992155,35,35,True,9.414933083004144,149792,37449
3,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,235010922,True,1147116.853072835,1146412.745863804,286906.48752196104,286300.8053166324,-573135.372931902,-143079.4026583162,-3.826208161530001,-3.8206468172265264,0.02179209125386492,0.02191362220090925,71,54,True,21.385708583999076,149792,37449
3,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,333244127,True,1167181.5756017878,1166655.9744457505,291773.0560645975,291320.9270944226,-583274.9872228752,-145607.4635472113,-3.893899455397319,-3.8881535834658143,0.02036577556456328,0.020483131536058463,53,26,True,9.176108915999066,149792,37449
3,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,634069996,True,1145566.1061139319,1144504.9867989132,286960.0610846037,286047.27240896755,-572145.4933994566,-142916.63620448377,-3.8195998010538386,-3.816300467421928,0.021936578133274893,0.02200907375113093,107,36,True,18.51390558300045,149792,37449
3,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1230595136,True,1170422.8452197318,1169986.4970901913,292563.959198789,292188.60684619093,-584949.2485450957,-146050.30342309547,-3.9050766966533303,-3.8999787290206807,0.02013940980672102,0.020242342015663443,44,52,True,23.3583598329933,149792,37449
3,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1867266076,True,1131182.6472548991,1129943.0218868866,283155.5260179225,282089.1841071326,-564846.5109434433,-140919.5920535663,-3.770872349280624,-3.7629734319625703,0.023031962605082567,0.023214610584355557,125,40,True,48.569711374999315,149792,37449
3,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,725133156,True,1141970.4212994906,1141325.816108124,285361.7098828766,284807.2120892659,-570597.908054062,-142338.60604463294,-3.8092682389851396,-3.8008653380499595,0.02216439206228393,0.022351421949384245,65,24,True,12.472211166001216,149792,37449
3,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1855101298,True,1121036.7856746772,1118547.6179357083,281746.32366480026,279605.1091079342,-559022.8089678541,-139551.5545539671,-3.731993757796505,-3.7264427502461235,0.0239450475881262,0.024078336329226655,251,58,True,79.26063908300421,149792,37449
4,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,1620481935,True,1183974.955717726,1183627.8606146823,296456.9777954955,296158.4020604743,-591778.9303073412,-148044.20103023716,-3.950671132686266,-3.9532217423759555,0.01924178365103379,0.019192767907794485,35,33,True,10.68384116699599,149792,37449
4,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,243163944,True,1146818.7717985497,1146114.6645895187,287369.6208324207,286763.93862709205,-572986.3322947593,-143310.96931354603,-3.8252131775712943,-3.826830337620391,0.021813784825677467,0.02177853695274546,71,92,True,33.76199400000041,149792,37449
4,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,1885978581,True,1166849.789090093,1166324.1879340557,292224.7203598649,291772.59138968994,-583109.0939670278,-145833.29569484497,-3.8927919646378166,-3.894183975402413,0.02038834296709938,0.020359981918239133,53,26,True,9.215900333998434,149792,37449
4,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,2143808635,True,1141268.6677739716,1140207.548458953,286204.38008036156,285291.5914047254,-569996.7742294765,-142538.7957023627,-3.8052551152897114,-3.806210999021675,0.022253519228818547,0.02223225761524297,107,63,True,28.589127749997715,149792,37449
4,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,2061828005,True,1170133.0007334633,1169696.6526039229,292617.9689373051,292242.61658470705,-584804.3263019614,-146077.30829235353,-3.904109206779811,-3.90069983957792,0.02015890391042104,0.020227750310881188,44,47,True,30.338199958998302,149792,37449
4,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,420239182,True,1131080.6536368455,1129841.028268833,283498.4133700565,282432.0714592666,-564795.5141344165,-141091.0357296333,-3.770531898461977,-3.7675514894825843,0.02303980519053809,0.023108575663973292,125,40,True,48.188326499999675,149792,37449
4,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1774057304,True,1141720.8952969005,1141076.290105534,285760.4631518512,285205.9653582405,-570473.145052767,-142537.98267912024,-3.8084353306769856,-3.8061892888760775,0.022182860658833844,0.02223274028603216,65,24,True,13.528893791997689,149792,37449
4,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1469786722,True,1120010.4202704292,1117521.2525314603,282015.33312153764,279874.11856467155,-558509.6262657301,-139686.05928233577,-3.7285677891057607,-3.7300344276839374,0.024027223256718952,0.023992009833159002,251,81,True,111.11163729100372,149792,37449
5,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,993375656,True,1184677.829661318,1184330.7345582745,296188.02247164526,295889.4467366241,-592130.3672791373,-147909.72336831206,-3.953017299182448,-3.949630787692917,0.019196692139685383,0.019261812160791734,35,32,True,9.619637916999636,149792,37449
5,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,1528477910,True,1153815.170221393,1153111.063012362,288903.84190354723,288298.1596982186,-576484.531506181,-144078.0798491093,-3.8485668894612597,-3.8473144769982985,0.02131025451559448,0.02133696046387915,71,29,True,15.723521332998644,149792,37449
5,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,1083751140,True,1167297.853423295,1166772.2522672578,292145.82490976516,291693.6959395902,-583333.1261336289,-145793.8479697951,-3.894287586343923,-3.8931306034819384,0.0203578725106242,0.020381439851101024,53,26,True,9.118583499999659,149792,37449
5,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,1769475753,True,1141688.040786293,1140626.9214712745,286340.42060549185,285427.6319298557,-570206.4607356372,-142606.81596492784,-3.806654966457736,-3.8080273429177773,0.022222389407575198,0.022191912840911047,107,62,True,29.63828412500152,149792,37449
5,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,945574092,True,1170858.180390155,1170421.8322606145,292699.7641046408,292324.41175204277,-585166.9161303072,-146118.20587602138,-3.9065298288981203,-3.901791927048022,0.02011016583376582,0.020205671896192667,44,56,True,26.620868457997858,149792,37449
5,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1270257543,True,1131584.4325220909,1130344.8071540783,283834.8067912608,282768.4648804709,-565047.4035770391,-141259.23244023544,-3.7722134932241986,-3.7720428433398876,0.023001094132085773,0.023005019601069328,125,49,True,63.69946099999652,149792,37449
5,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1944565112,True,1141955.3037446965,1141310.69855333,286135.12757465214,285580.6297810414,-570590.349276665,-142725.3148905207,-3.809217777162098,-3.8111916176805978,0.022165510546134127,0.022121802513838208,65,25,True,13.88049137499911,149792,37449
5,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1802128821,True,1122000.7871365342,1119511.6193975653,282315.13623830944,280173.92168144335,-559504.8096987826,-139835.96084072167,-3.735211558019004,-3.7340372464076923,0.023868121042174027,0.023896166117459955,251,52,True,67.34036574999482,149792,37449
6,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,662088671,True,1183686.4375514914,1183339.3424484478,297418.0582758434,297119.48254082224,-591634.6712242239,-148524.74127041112,-3.9497080700185854,-3.966053600107109,0.019260323620671024,0.018948062411281413,35,38,True,10.023695584000961,149792,37449
6,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,306711087,True,1146662.2043657578,1145958.0971567268,288377.1130080934,287771.4308027647,-572908.0485783634,-143814.71540138236,-3.824690561434278,-3.8402818607007494,0.021825188041129425,0.02148754399725742,71,61,True,25.13738100000046,149792,37449
6,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,1333616882,True,1166138.8205510664,1165613.2193950291,293233.3804579571,292781.25148778217,-582753.6096975146,-146337.62574389108,-3.8904187786898805,-3.907651091988867,0.02043678575526682,0.020087629683905237,53,27,True,9.447299875006138,149792,37449
6,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,543093313,True,1144979.6339820093,1143918.5146669906,288259.7177908176,287346.92911518144,-571852.2573334953,-143566.46455759072,-3.817642179378707,-3.8336528227079687,0.021979563715132447,0.021630458913636227,107,34,True,18.48497454199969,149792,37449
6,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,346792625,True,1169480.466190781,1169044.1180612405,293713.2986744143,293337.94632181624,-584478.0590306203,-146624.97316090812,-3.9019310712896567,-3.9153241251010207,0.020202860588893104,0.019934086460640377,44,64,True,28.54646437500196,149792,37449
6,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1473035489,True,1130424.4147691163,1129184.7894011037,284985.2711986972,283918.9292879073,-564467.3947005519,-141834.46464395366,-3.7683413980756773,-3.787403258937586,0.023090329208946738,0.02265435302605927,125,50,True,58.951847249998536,149792,37449
6,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,98152330,True,1141076.6011158368,1140431.9959244702,287352.7342635372,286798.2364699265,-570150.9979622351,-143334.11823496324,-3.8062847012005654,-3.827448482869055,0.022230619109796523,0.021765078813576193,65,26,True,13.132819833001122,149792,37449
6,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,859353212,True,1120982.3140953341,1118493.1463563652,283473.33086725307,281332.116310387,-558995.5731781826,-140415.0581551935,-3.731811933735998,-3.7495008719910676,0.02394940176974321,0.02352948715163379,251,58,True,79.51100674999907,149792,37449
7,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,1529475082,True,1183340.759595551,1182993.6644925075,298369.1681639176,298070.59242889646,-591461.8322462537,-149000.29621444823,-3.948554210146428,-3.97875233556165,0.019282560161680735,0.01870896729514758,35,34,True,10.821482542000012,149792,37449
7,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,528174779,True,1146267.505117913,1145563.397908882,289214.7015808988,288609.0193755701,-572710.698954441,-144233.50968778506,-3.8233730703538304,-3.851464917295123,0.021853961481916467,0.021248586206260474,71,53,True,23.366396416000498,149792,37449
7,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,1878214737,True,1166237.5098965217,1165711.9087404844,294044.0361809763,293591.9072108014,-582802.9543702422,-146742.9536054007,-3.8907481999722426,-3.9184745548719775,0.020430054551857663,0.019871384342368955,53,26,True,10.740127750003012,149792,37449
7,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,210936668,True,1141074.3827565494,1140013.2634415308,288229.5945991912,287316.80592355505,-569899.6317207654,-143551.40296177752,-3.8046065992894507,-3.8332506331751857,0.022267955672727012,0.021639160207467943,107,66,True,30.361486082998454,149792,37449
7,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1304361343,True,1169476.7800153901,1169040.4318858497,294891.5227598298,294516.1704072318,-584476.2159429248,-147214.0852036159,-3.901918766976373,-3.9310551737994577,0.02020310917274834,0.019622955996168336,44,61,True,27.990260499995202,149792,37449
7,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1523150184,True,1130192.1890120227,1128952.56364401,285672.5798210906,284606.2379103007,-564351.281822005,-142178.11895515036,-3.76756623732913,-3.7965798540722147,0.02310823486475854,0.022447414149635223,125,69,True,83.79629587500676,149792,37449
7,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,291198411,True,1141024.969483131,1140380.3642917646,287982.52001444524,287428.0222208345,-570125.1821458823,-143649.01111041725,-3.8061123567739417,-3.8358570618819527,0.02223445076327307,0.021582832717794157,65,24,True,12.250229584002227,149792,37449
7,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,101494710,True,1120562.6006024135,1118073.4328634446,284193.8176909839,282052.6031341178,-558785.7164317223,-140775.3015670589,-3.7304109460566806,-3.7591204455942453,0.023982978101071018,0.02330422870030379,251,49,True,66.35776479200285,149792,37449
8,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,1551210781,True,1184468.3863023864,1184121.2911993428,295377.51472459466,295078.9389895735,-592025.6455996714,-147504.46949478675,-3.9523181852146405,-3.938809300509673,0.019210117507680268,0.01947138551674575,35,34,True,10.462296874997264,149792,37449
8,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,817222417,True,1147255.5803920976,1146551.4731830666,286335.75064356014,285730.0684382315,-573204.7365915333,-142794.03421911574,-3.8266712280464463,-3.8130266287248187,0.021782002402166926,0.02208124598412759,71,48,True,21.461069458004204,149792,37449
8,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,1806566117,True,1167121.7930258277,1166596.1918697904,291315.35796341504,290863.2289932401,-583245.0959348952,-145378.61449662005,-3.8936999034320605,-3.8820426312216627,0.02036984000062082,0.0206086862132811,53,27,True,10.232638499997847,149792,37449
8,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,1429105664,True,1141704.5103570668,1140643.391042048,285257.6431141715,284344.85443853535,-570214.695521024,-142065.42721926767,-3.8067099412587058,-3.793570648595895,0.022221167769720402,0.022515064767478554,107,58,True,25.066361540993967,149792,37449
8,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,2044194800,True,1170334.6493978787,1169898.3012683382,291720.8240325034,291345.4716799054,-584905.1506341691,-145628.7358399527,-3.9047823023537247,-3.8887216171313703,0.02014533960697241,0.020471499731710963,44,52,True,22.439660125004593,149792,37449
8,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,627124861,True,1131830.2493158812,1130590.6239478686,282518.85172656906,281452.50981577917,-565170.3119739343,-140601.25490788958,-3.7730340203344257,-3.754472880661422,0.022982228851581004,0.02341278869079363,125,47,True,55.46796995800105,149792,37449
