split_seed,candidate_id,display_name,candidate_model_type,candidate_family,K,L,selection_metric,n_em_starts,model_type,model_family,em_start,em_seed,success,train_bic,train_aic,heldout_bic,heldout_aic,train_log_likelihood,heldout_log_likelihood,train_avg_log_likelihood,heldout_avg_log_likelihood,train_gmpd,heldout_gmpd,n_free_params,n_iter,converged,fit_time,n_train,n_test
50,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,1014791650,True,1146810.3705192597,1146106.2633102287,287647.1008194186,287041.41861408995,-572982.1316551144,-143449.70930704498,-3.825185134420492,-3.8305351092698063,0.021814396561512364,0.021698001720913403,71,84,True,29.010530666004342,149792,37449
50,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,1807632789,True,1166664.9855783521,1166139.3844223148,292484.12350671017,292031.99453653523,-583016.6922111574,-145962.99726826762,-3.892175097542976,-3.897647394276686,0.020400923744929106,0.020289588743474113,53,25,True,8.41502687499451,149792,37449
50,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,1339078993,True,1141258.775132321,1140197.6558173024,286507.1545570427,285594.3658814065,-569991.8279086512,-142690.18294070326,-3.80522209402806,-3.810253489831591,0.022254254080232457,0.022142565330412138,107,79,True,31.028125541997724,149792,37449
50,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,742017536,True,1170000.8617026196,1169564.5135730791,293189.53799807245,292814.1856454744,-584738.2567865396,-146363.0928227372,-3.9036681317195816,-3.9083311389553046,0.020167797461395073,0.02007397379612459,44,50,True,21.97185558300407,149792,37449
50,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1514143635,True,1130805.148131407,1129565.5227633945,283996.7448588077,282930.4029480178,-564657.7613816973,-141340.2014740089,-3.7696122715612135,-3.774204958049852,0.02306100296070556,0.02295533384229746,125,46,True,52.39595825000288,149792,37449
50,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,270027346,True,1141577.9614463565,1140933.35625499,286268.0463905671,285713.54859695636,-570401.678127495,-142791.77429847818,-3.807958222919081,-3.8129662821030785,0.022193446798910655,0.022082578552934155,65,24,True,11.502463333003107,149792,37449
50,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1212124965,True,1121404.671036203,1118915.503297234,282736.5381714826,280595.3236146165,-559206.751648617,-140046.66180730826,-3.7332217451440464,-3.7396635906782096,0.023915661419266234,0.02376209557732044,251,49,True,58.83542062500055,149792,37449
51,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,1903323642,True,1183838.9336590755,1183491.838556032,296964.72240057547,296666.1466655543,-591710.919278016,-148298.07333277716,-3.9502170962268743,-3.9600008900845727,0.01925052210599354,0.019063097323835248,35,34,True,8.892790041005355,149792,37449
51,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,731847051,True,1146567.0408857402,1145862.9336767092,287892.117576889,287286.43537156034,-572860.4668383546,-143572.21768578017,-3.824372909356672,-3.833806448390616,0.021832121958683188,0.02162713617485519,71,40,True,17.03205275000073,149792,37449
51,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,214331868,True,1166664.766583138,1166139.1654271006,292738.30469567096,292286.175725496,-583016.5827135503,-146090.087862748,-3.8921743665452784,-3.9010410922253733,0.02040093865796284,0.02022084871519645,53,27,True,8.918697833003534,149792,37449
51,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,1461514537,True,1145218.6662136258,1144157.5468986072,287778.6543033751,286865.86562773894,-571971.7734493036,-143325.93281386947,-3.8184400598783887,-3.8272299077110064,0.02196203364423349,0.021769836639070096,107,33,True,16.65982666700438,149792,37449
51,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,882732614,True,1169716.1274220212,1169279.7792924808,293343.60361071595,292968.2512581179,-584595.8896462404,-146440.12562905895,-3.9027176995182677,-3.9103881446516318,0.02018697469741968,0.020032723957799183,44,46,True,19.428220957997837,149792,37449
51,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1440984235,True,1130713.790794593,1129474.1654265805,284134.893696614,283068.5517858241,-564612.0827132902,-141409.27589291206,-3.769307324244888,-3.776049451064436,0.023068036424033586,0.0229130319141765,125,49,True,57.02104754199536,149792,37449
51,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1625385089,True,1141564.6031703674,1140919.997979001,286259.19957374805,285704.7017801373,-570394.9989895005,-142787.35089006866,-3.807913633501792,-3.812848163904741,0.022194436413834066,0.022085187061380598,65,24,True,11.522492666001199,149792,37449
51,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1016064770,True,1120101.0057719904,1117611.8380330214,282996.47809182823,280855.26353496214,-558554.9190165107,-140176.63176748107,-3.728870160065362,-3.743134176279235,0.024019959220438418,0.023679770131946158,251,82,True,99.27549270800228,149792,37449
52,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,1983380503,True,1184585.0090703333,1184237.9139672897,295318.93303092953,295020.3572959084,-592083.9569836449,-147475.1786479542,-3.9527074675793425,-3.938027147532756,0.019202640803079714,0.019486621076384825,35,35,True,9.285389042001043,149792,37449
52,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,2014078217,True,1147311.5631588786,1146607.4559498476,286374.88847511983,285769.2062697912,-573232.7279749238,-142813.6031348956,-3.826858096393157,-3.8135491771447994,0.02177793241567765,0.022069710478120088,71,112,True,36.663041291998525,149792,37449
52,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,1279469351,True,1167275.0892018336,1166749.4880457963,291256.32997645525,290804.2010062803,-583321.7440228981,-145349.10050314016,-3.894211600238318,-3.8812545195636776,0.020359419484848214,0.020624934561056678,53,27,True,8.82863079100207,149792,37449
52,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,922148476,True,1145749.7208794972,1144688.6015644786,286340.24852314236,285427.4598475062,-572237.3007822393,-142606.7299237531,-3.8202127001591495,-3.8080250453617746,0.021923137343508186,0.022191963828132183,107,35,True,18.221098832997086,149792,37449
52,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,684009185,True,1170418.0367932688,1169981.6886637283,292284.5256557939,291909.17330319586,-584946.8443318642,-145910.58665159793,-3.9050606463086424,-3.896247874485245,0.020139733053784338,0.020318004303912392,44,57,True,24.44722991699382,149792,37449
52,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1824327747,True,1130728.4438471324,1129488.8184791198,283174.4320468475,282108.0901360576,-564619.4092395599,-140929.0450680288,-3.769356235577066,-3.763225855644444,0.023066908163233944,0.023208751406407338,125,47,True,55.477955250004015,149792,37449
52,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1337298712,True,1141782.2445806456,1141137.639389279,285102.2045713672,284547.70677775645,-570503.8196946395,-142208.85338887823,-3.8086401122532547,-3.7974005551250563,0.02217831848275483,0.02242899909087173,65,24,True,11.692368500000157,149792,37449
52,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,727986985,True,1120438.9048625957,1117949.7371236267,281687.0272580988,279545.81270123273,-558723.8685618134,-139521.90635061637,-3.7299980543808307,-3.7256510547842763,0.02399288251767592,0.024097406586749432,251,67,True,75.38705016699532,149792,37449
53,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,904680207,True,1184033.8905323825,1183686.795429339,297818.9772720942,297520.4015370731,-591808.3977146695,-148725.20076853654,-3.950867854856531,-3.9714064666222475,0.019237998737894557,0.01884690693987654,35,34,True,9.230176791003032,149792,37449
53,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,1400368246,True,1146728.9593919069,1146024.8521828759,289276.65691397735,288670.9747086487,-572941.4260914379,-144264.48735432434,-3.824913387173133,-3.8522921133895256,0.021820325369262858,0.021231016726443452,71,84,True,29.2681565410021,149792,37449
53,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,1146902221,True,1166720.8445605072,1166195.24340447,293693.1837003182,293241.0547301433,-583044.621702235,-146567.52736507164,-3.892361552701312,-3.91379015100728,0.020397120242064425,0.019964688298065594,53,27,True,8.61879675000091,149792,37449
53,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,691019464,True,1145397.2775561784,1144336.1582411597,288913.7213525713,288000.9326769351,-572061.0791205799,-143893.46633846755,-3.819036257747943,-3.8423847456131686,0.02194894382901142,0.021442405642197508,107,38,True,18.167427541993675,149792,37449
53,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,65471051,True,1170063.4863660512,1169627.1382365108,294481.8096560719,294106.45730347384,-584769.5691182554,-147009.22865173692,-3.9038771704647472,-3.925584892833905,0.020163582050928393,0.01973059321334122,44,47,True,19.64674679100426,149792,37449
53,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,112110501,True,1130541.8856573098,1129302.2602892972,285566.65561429266,284500.31370350276,-564526.1301446486,-142125.15685175138,-3.7687335114335117,-3.7951656079401688,0.023081276957297496,0.022479182777305165,125,40,True,46.51892033299373,149792,37449
53,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1034757843,True,1141207.7139730575,1140563.108781691,287913.43895671796,287358.9411631072,-570216.5543908455,-143614.4705815536,-3.8067223509322625,-3.834934726736458,0.02222089201399335,0.021602748506052975,65,24,True,11.362863750000542,149792,37449
53,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1831914066,True,1120103.5531374407,1117614.3853984717,283819.35822850023,281678.14367163414,-558556.1926992359,-140588.07183581707,-3.728878663074369,-3.754120853315631,0.02401975497937715,0.023421032083518714,251,75,True,84.82033575000241,149792,37449
54,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,1867387536,True,1185276.293745337,1184929.1986422935,295133.66479108867,294835.0890560675,-592429.5993211467,-147382.54452803376,-3.9550149495376705,-3.9355535402289448,0.019158382138547148,0.019534882990509133,35,31,True,9.036017915997945,149792,37449
54,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,1167710417,True,1147823.899705484,1147119.792496453,286433.84077760455,285828.1585722759,-573488.8962482265,-142843.07928613795,-3.8285682563035843,-3.8143362783021697,0.02174072049696346,0.022052346218070992,71,87,True,29.662374917003035,149792,37449
54,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,69660310,True,1168007.9784175975,1167482.3772615602,290938.6031686197,290486.47419844475,-583688.1886307801,-145190.23709922237,-3.8966579565716466,-3.877012392833517,0.02030967396249456,0.020712613989402048,53,27,True,8.655139292000968,149792,37449
54,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,86790836,True,1143320.3992289137,1142259.279913895,285512.06845267385,284599.2797770377,-571022.6399569475,-142192.63988851884,-3.812103716867039,-3.7969676063050772,0.022101634434805156,0.022438711801963118,107,59,True,24.429869250001502,149792,37449
54,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1297324718,True,1171312.9286751044,1170876.580545564,291811.2448172014,291435.89246460336,-585394.290272782,-145673.94623230168,-3.908047761380995,-3.889928869457173,0.020079663116200477,0.02044680037822301,44,58,True,23.928703707999375,149792,37449
54,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1621711177,True,1131734.3432274647,1130494.7178594521,282886.8487361994,281820.5068254095,-565122.3589297261,-140785.25341270474,-3.7727138894582226,-3.75938618955659,0.022989587350418856,0.023298036565027304,125,49,True,54.91866987499816,149792,37449
54,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,784814429,True,1142395.9982233658,1141751.3930319992,285256.1939798888,284701.6961862781,-570810.6965159996,-142285.84809313904,-3.81068879857402,-3.7994565433827083,0.022132928575777953,0.022382932704312145,65,25,True,11.257693749997998,149792,37449
54,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,2005986763,True,1122072.9776878064,1119583.8099488374,281555.2345767064,279414.02001984033,-559540.9049744187,-139456.01000992017,-3.735452527334028,-3.7238914259371456,0.0238623702503056,0.024139846406735756,251,53,True,57.37741379199724,149792,37449
55,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,79448786,True,1184795.3410212651,1184448.2459182215,295793.5326841108,295494.95694908965,-592189.1229591108,-147712.47847454483,-3.953409547633457,-3.944363760702417,0.01918916374352649,0.019363532291509285,35,33,True,8.733804291994602,149792,37449
55,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,1255375378,True,1147435.1583331022,1146731.0511240712,286750.3321212989,286144.6499159702,-573294.5255620356,-143001.3249579851,-3.8272706523848776,-3.818561909743521,0.021768949652246124,0.021959357736428726,71,38,True,16.375105750004877,149792,37449
55,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,128105008,True,1167603.9313026739,1167078.3301466366,291552.6219907447,291100.4930205698,-583486.1650733183,-145497.2465102849,-3.895309262666353,-3.88521045983297,0.02033708397569031,0.020543504723855535,53,26,True,8.148725875005766,149792,37449
55,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,1738444322,True,1146438.068368211,1145376.9490531923,286536.52652781963,285623.73785218346,-572581.4745265961,-142704.86892609173,-3.822510377901331,-3.8106456494456924,0.021872822864160403,0.0221338836129577,107,40,True,18.48117487499985,149792,37449
55,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1030190289,True,1170410.0532913138,1169973.7051617734,292443.893188781,292068.54083618295,-584942.8525808867,-145990.27041809147,-3.9050339976826978,-3.898375668725239,0.020140269757148284,0.020274817733747938,44,49,True,20.433233292002114,149792,37449
55,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,519767489,True,1131339.3817147654,1130099.7563467529,283492.7657248369,282426.423814047,-564924.8781733764,-141088.2119070235,-3.7713955229476634,-3.767476084996222,0.023019916040244878,0.023110318219949244,125,54,True,59.23643741699925,149792,37449
55,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1190786287,True,1142182.3420586544,1141537.736867288,285667.117538599,285112.6197449883,-570703.868433644,-142491.30987249414,-3.8099756224207164,-3.804942985727099,0.02214871888260684,0.02226046629417786,65,25,True,11.313649750001787,149792,37449
55,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1253326616,True,1121699.2837328562,1119210.1159938872,281985.09089752496,279843.87634065887,-559354.0579969436,-139670.93817032943,-3.734205151122514,-3.729630648891277,0.0238921541753241,0.02400169925398261,251,51,True,53.20029145800072,149792,37449
56,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,216920576,True,1184045.9272513688,1183698.8321483252,296734.4333041407,296435.85756911954,-591814.4160741626,-148182.92878455977,-3.950908032966798,-3.9569261872028565,0.019237225806987508,0.01912180088586933,35,34,True,9.505116708001879,149792,37449
56,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,931309671,True,1146704.6318353163,1146000.5246262853,287778.3765336062,287172.69432827755,-572929.2623131427,-143515.34716413877,-3.824832182714315,-3.832287835833768,0.021822097348921054,0.021660004366126303,71,93,True,30.765915624993795,149792,37449
56,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,1806748494,True,1166735.6561695652,1166210.0550135279,292666.9992735817,292214.8703034068,-583052.0275067639,-146054.4351517034,-3.8924109932891207,-3.900089058498315,0.020396111821378713,0.020240108811839127,53,26,True,8.448028458005865,149792,37449
56,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,1101874911,True,1145292.1186770648,1144230.9993620461,287923.798509947,287011.00983431085,-572008.4996810231,-143398.50491715543,-3.81868524140824,-3.8291677993312354,0.02195664961928466,0.02172768990616365,107,37,True,17.641246957995463,149792,37449
56,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,933938153,True,1170010.5682328306,1169574.2201032902,293462.087963174,293086.73561057594,-584743.1100516451,-146499.36780528797,-3.903700531748325,-3.911970087459958,0.020167144034763208,0.020001058387367366,44,58,True,23.947285666996322,149792,37449
56,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,2056969068,True,1130379.5618687007,1129139.936500688,284431.43486608454,283365.09295529465,-564444.968250344,-141557.54647764732,-3.7681916807996694,-3.780008717926976,0.02309378648893884,0.02282249245940302,125,42,True,48.032060999998066,149792,37449
56,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,676330086,True,1141154.6519161595,1140510.046724793,286700.3142696991,286145.81647608837,-570190.0233623965,-143007.90823804418,-3.8065452318040784,-3.8187377029572,0.022224828107582785,0.021955497769649827,65,24,True,11.226392791999388,149792,37449
56,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,2124294044,True,1120845.58017757,1118356.412438601,283346.7214840223,281205.5069271562,-558927.2062193005,-140351.7534635781,-3.7313555211179534,-3.7478104479045657,0.023960335073764695,0.023569295600558905,251,49,True,59.73108124999999,149792,37449
57,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,687337095,True,1183423.1287343432,1183076.0336312996,297448.20598707173,297149.6302520506,-591503.0168156498,-148539.8151260253,-3.948829155199542,-3.966456117013146,0.019277259245916584,0.018940437030599507,35,33,True,8.786814874998527,149792,37449
57,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,1384353918,True,1146472.71372475,1145768.606515719,288315.03753189463,287709.355326566,-572813.3032578595,-143783.677663283,-3.8240580488801776,-3.8394530605165156,0.021838997113306415,0.021505360259722037,71,106,True,33.72512120799365,149792,37449
57,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,1667184694,True,1166196.726070693,1165671.1249146557,293217.8030296663,292765.6740594914,-582782.5624573278,-146329.8370297457,-3.890612065112475,-3.907443110089607,0.020432835983789754,0.02009180798176863,53,26,True,8.548488000000361,149792,37449
57,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,982534788,True,1141248.4363373527,1140187.317022334,287307.36362110596,286394.5749454698,-569986.658511167,-143090.2874727349,-3.8051875835235998,-3.820937474237894,0.022255022099019438,0.02190725377853024,107,44,True,19.834064541995758,149792,37449
57,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,697508639,True,1169593.2675326378,1169156.9194030974,293910.27264754154,293534.9202949435,-584534.4597015487,-146723.46014747175,-3.9023075978793837,-3.917954021401686,0.020195255106615843,0.01988173075561376,44,67,True,27.22536491700157,149792,37449
57,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,408844815,True,1130536.7416934457,1129297.1163254331,284579.2227347283,283512.8808239384,-564523.5581627166,-141631.4404119692,-3.7687163410777385,-3.7819819063785203,0.023081673274436994,0.022777503781013845,125,47,True,53.056105208997906,149792,37449
57,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1001003748,True,1141279.6651014832,1140635.0599101167,286910.86622915143,286356.3684355407,-570252.5299550584,-143113.18421777035,-3.8069625210629296,-3.821548885624993,0.02221555586027283,0.02189386352800294,65,25,True,11.925653874997806,149792,37449
57,vmf_gauss_tl_6x4,"vMF/Gaussian two-layer, (K,L)=(6,4)",two_layer_mixture,vmf_gaussian,6,4.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,938081244,True,1120657.0114827966,1118167.8437438277,283336.1338805018,281194.9193236357,-558832.9218719138,-140346.45966181785,-3.7307260859853253,-3.747669087607622,0.023975421297851313,0.023572627598684327,251,51,True,63.263940124998044,149792,37449
58,ind_cyl_k3,"Independent cylindrical mixture, K=3",cylindrical_mixture,independent,3,,train_bic,1,cylindrical_mixture,independent,0,631065739,True,1183829.561663591,1183482.4665605475,296548.6851041098,296250.10936908866,-591706.2332802737,-148090.05468454433,-3.9501858128623275,-3.9544461717147144,0.019251124336514148,0.019169282100965867,35,34,True,9.060670459002722,149792,37449
58,ind_cyl_k6,"Independent cylindrical mixture, K=6",cylindrical_mixture,independent,6,,train_bic,1,cylindrical_mixture,independent,0,871438780,True,1146444.4423860463,1145740.3351770153,287633.61937160336,287027.9371662747,-572799.1675885076,-143442.96858313735,-3.823963680226632,-3.8303551118357593,0.021841058127304816,0.02170190765706581,71,45,True,18.27238416700129,149792,37449
58,full_cyl_k3,"Full cylindrical mixture, K=3",cylindrical_mixture,full,3,,train_bic,1,cylindrical_mixture,full,0,390257922,True,1166565.7705998612,1166040.1694438239,292438.15167201473,291986.0227018398,-582967.0847219119,-145940.0113509199,-3.891843921717528,-3.8970336017228737,0.020407681156574164,0.020302046164709868,53,27,True,8.698427082999842,149792,37449
58,full_cyl_k6,"Full cylindrical mixture, K=6",cylindrical_mixture,full,6,,train_bic,1,cylindrical_mixture,full,0,835764257,True,1141222.7556420271,1140161.6363270085,286529.6014893333,285616.81281369715,-569973.8181635042,-142701.40640684857,-3.8051018623391384,-3.8105531898541636,0.02225692990764262,0.022135930197407224,107,74,True,29.53958962499746,149792,37449
58,gauss_vmf_tl_3x2,"Gaussian/vMF two-layer, (K,L)=(3,2)",two_layer_mixture,gaussian_vmf,3,2.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,721262403,True,1169514.6557177792,1169078.3075882387,293086.73761805054,292711.3852654525,-584495.1537941194,-146311.69263272625,-3.9020451946306838,-3.9069586005694745,0.0202005551025018,0.020101545012664073,44,46,True,19.947866791997512,149792,37449
58,gauss_vmf_tl_6x4,"Gaussian/vMF two-layer, (K,L)=(6,4)",two_layer_mixture,gaussian_vmf,6,4.0,train_bic,1,two_layer_mixture,gaussian_vmf,0,1448442294,True,1130493.3190918579,1129253.6937238453,283926.0869299676,282859.74501917773,-564501.8468619226,-141304.87250958887,-3.7685713980848288,-3.7732615693233162,0.023085019043709805,0.0229769998635914,125,47,True,51.627164167002775,149792,37449
58,vmf_gauss_tl_3x2,"vMF/Gaussian two-layer, (K,L)=(3,2)",two_layer_mixture,vmf_gaussian,3,2.0,train_bic,1,two_layer_mixture,vmf_gaussian,0,1534276332,True,1141233.395670513,1140588.7904791464,286136.9836834628,285582.48588985205,-570229.3952395732,-142726.24294492602,-3.8068080754617952,-3.8112163995013493,0.0222189872201246,0.02212125430208648,65,24,True,9.404945125002996,149792,37449
